date,variable,value
1986-04,Prediksi_PCE,
1986-05,Prediksi_PCE,
1986-06,Prediksi_PCE,
1986-07,Prediksi_PCE,
1986-08,Prediksi_PCE,
1986-09,Prediksi_PCE,
1986-10,Prediksi_PCE,
1986-11,Prediksi_PCE,
1986-12,Prediksi_PCE,
1987-01,Prediksi_PCE,
1987-02,Prediksi_PCE,
1987-03,Prediksi_PCE,
1987-04,Prediksi_PCE,
1987-05,Prediksi_PCE,
1987-06,Prediksi_PCE,
1987-07,Prediksi_PCE,
1987-08,Prediksi_PCE,
1987-09,Prediksi_PCE,
1987-10,Prediksi_PCE,
1987-11,Prediksi_PCE,
1987-12,Prediksi_PCE,
1988-01,Prediksi_PCE,
1988-02,Prediksi_PCE,
1988-03,Prediksi_PCE,
1988-04,Prediksi_PCE,
1988-05,Prediksi_PCE,
1988-06,Prediksi_PCE,
1988-07,Prediksi_PCE,
1988-08,Prediksi_PCE,
1988-09,Prediksi_PCE,
1988-10,Prediksi_PCE,
1988-11,Prediksi_PCE,
1988-12,Prediksi_PCE,
1989-01,Prediksi_PCE,
1989-02,Prediksi_PCE,
1989-03,Prediksi_PCE,
1989-04,Prediksi_PCE,
1989-05,Prediksi_PCE,
1989-06,Prediksi_PCE,
1989-07,Prediksi_PCE,
1989-08,Prediksi_PCE,
1989-09,Prediksi_PCE,
1989-10,Prediksi_PCE,
1989-11,Prediksi_PCE,
1989-12,Prediksi_PCE,
1990-01,Prediksi_PCE,
1990-02,Prediksi_PCE,
1990-03,Prediksi_PCE,
1990-04,Prediksi_PCE,
1990-05,Prediksi_PCE,
1990-06,Prediksi_PCE,
1990-07,Prediksi_PCE,
1990-08,Prediksi_PCE,
1990-09,Prediksi_PCE,
1990-10,Prediksi_PCE,
1990-11,Prediksi_PCE,
1990-12,Prediksi_PCE,
1991-01,Prediksi_PCE,
1991-02,Prediksi_PCE,
1991-03,Prediksi_PCE,
1991-04,Prediksi_PCE,
1991-05,Prediksi_PCE,
1991-06,Prediksi_PCE,
1991-07,Prediksi_PCE,
1991-08,Prediksi_PCE,
1991-09,Prediksi_PCE,
1991-10,Prediksi_PCE,
1991-11,Prediksi_PCE,
1991-12,Prediksi_PCE,
1992-01,Prediksi_PCE,
1992-02,Prediksi_PCE,
1992-03,Prediksi_PCE,
1992-04,Prediksi_PCE,
1992-05,Prediksi_PCE,
1992-06,Prediksi_PCE,
1992-07,Prediksi_PCE,
1992-08,Prediksi_PCE,
1992-09,Prediksi_PCE,
1992-10,Prediksi_PCE,
1992-11,Prediksi_PCE,
1992-12,Prediksi_PCE,
1993-01,Prediksi_PCE,
1993-02,Prediksi_PCE,
1993-03,Prediksi_PCE,
1993-04,Prediksi_PCE,
1993-05,Prediksi_PCE,
1993-06,Prediksi_PCE,
1993-07,Prediksi_PCE,
1993-08,Prediksi_PCE,
1993-09,Prediksi_PCE,
1993-10,Prediksi_PCE,
1993-11,Prediksi_PCE,
1993-12,Prediksi_PCE,
1994-01,Prediksi_PCE,
1994-02,Prediksi_PCE,
1994-03,Prediksi_PCE,
1994-04,Prediksi_PCE,
1994-05,Prediksi_PCE,
1994-06,Prediksi_PCE,
1994-07,Prediksi_PCE,
1994-08,Prediksi_PCE,
1994-09,Prediksi_PCE,
1994-10,Prediksi_PCE,
1994-11,Prediksi_PCE,
1994-12,Prediksi_PCE,
1995-01,Prediksi_PCE,
1995-02,Prediksi_PCE,
1995-03,Prediksi_PCE,
1995-04,Prediksi_PCE,
1995-05,Prediksi_PCE,
1995-06,Prediksi_PCE,
1995-07,Prediksi_PCE,
1995-08,Prediksi_PCE,
1995-09,Prediksi_PCE,
1995-10,Prediksi_PCE,
1995-11,Prediksi_PCE,
1995-12,Prediksi_PCE,
1996-01,Prediksi_PCE,
1996-02,Prediksi_PCE,
1996-03,Prediksi_PCE,
1996-04,Prediksi_PCE,
1996-05,Prediksi_PCE,
1996-06,Prediksi_PCE,
1996-07,Prediksi_PCE,
1996-08,Prediksi_PCE,
1996-09,Prediksi_PCE,
1996-10,Prediksi_PCE,
1996-11,Prediksi_PCE,
1996-12,Prediksi_PCE,
1997-01,Prediksi_PCE,
1997-02,Prediksi_PCE,
1997-03,Prediksi_PCE,
1997-04,Prediksi_PCE,
1997-05,Prediksi_PCE,
1997-06,Prediksi_PCE,
1997-07,Prediksi_PCE,
1997-08,Prediksi_PCE,
1997-09,Prediksi_PCE,
1997-10,Prediksi_PCE,
1997-11,Prediksi_PCE,
1997-12,Prediksi_PCE,
1998-01,Prediksi_PCE,
1998-02,Prediksi_PCE,
1998-03,Prediksi_PCE,
1998-04,Prediksi_PCE,
1998-05,Prediksi_PCE,
1998-06,Prediksi_PCE,
1998-07,Prediksi_PCE,
1998-08,Prediksi_PCE,
1998-09,Prediksi_PCE,
1998-10,Prediksi_PCE,
1998-11,Prediksi_PCE,
1998-12,Prediksi_PCE,
1999-01,Prediksi_PCE,
1999-02,Prediksi_PCE,
1999-03,Prediksi_PCE,
1999-04,Prediksi_PCE,
1999-05,Prediksi_PCE,
1999-06,Prediksi_PCE,
1999-07,Prediksi_PCE,
1999-08,Prediksi_PCE,
1999-09,Prediksi_PCE,
1999-10,Prediksi_PCE,
1999-11,Prediksi_PCE,
1999-12,Prediksi_PCE,
2000-01,Prediksi_PCE,
2000-02,Prediksi_PCE,
2000-03,Prediksi_PCE,
2000-04,Prediksi_PCE,
2000-05,Prediksi_PCE,
2000-06,Prediksi_PCE,
2000-07,Prediksi_PCE,
2000-08,Prediksi_PCE,
2000-09,Prediksi_PCE,
2000-10,Prediksi_PCE,
2000-11,Prediksi_PCE,
2000-12,Prediksi_PCE,
2001-01,Prediksi_PCE,
2001-02,Prediksi_PCE,
2001-03,Prediksi_PCE,
2001-04,Prediksi_PCE,
2001-05,Prediksi_PCE,
2001-06,Prediksi_PCE,
2001-07,Prediksi_PCE,
2001-08,Prediksi_PCE,
2001-09,Prediksi_PCE,
2001-10,Prediksi_PCE,
2001-11,Prediksi_PCE,
2001-12,Prediksi_PCE,
2002-01,Prediksi_PCE,
2002-02,Prediksi_PCE,
2002-03,Prediksi_PCE,
2002-04,Prediksi_PCE,
2002-05,Prediksi_PCE,
2002-06,Prediksi_PCE,
2002-07,Prediksi_PCE,
2002-08,Prediksi_PCE,
2002-09,Prediksi_PCE,
2002-10,Prediksi_PCE,
2002-11,Prediksi_PCE,
2002-12,Prediksi_PCE,
2003-01,Prediksi_PCE,
2003-02,Prediksi_PCE,
2003-03,Prediksi_PCE,
2003-04,Prediksi_PCE,
2003-05,Prediksi_PCE,
2003-06,Prediksi_PCE,
2003-07,Prediksi_PCE,
2003-08,Prediksi_PCE,
2003-09,Prediksi_PCE,
2003-10,Prediksi_PCE,
2003-11,Prediksi_PCE,
2003-12,Prediksi_PCE,
2004-01,Prediksi_PCE,
2004-02,Prediksi_PCE,
2004-03,Prediksi_PCE,
2004-04,Prediksi_PCE,
2004-05,Prediksi_PCE,
2004-06,Prediksi_PCE,
2004-07,Prediksi_PCE,
2004-08,Prediksi_PCE,
2004-09,Prediksi_PCE,
2004-10,Prediksi_PCE,
2004-11,Prediksi_PCE,
2004-12,Prediksi_PCE,
2005-01,Prediksi_PCE,
2005-02,Prediksi_PCE,
2005-03,Prediksi_PCE,
2005-04,Prediksi_PCE,
2005-05,Prediksi_PCE,
2005-06,Prediksi_PCE,
2005-07,Prediksi_PCE,
2005-08,Prediksi_PCE,
2005-09,Prediksi_PCE,
2005-10,Prediksi_PCE,
2005-11,Prediksi_PCE,
2005-12,Prediksi_PCE,
2006-01,Prediksi_PCE,
2006-02,Prediksi_PCE,
2006-03,Prediksi_PCE,
2006-04,Prediksi_PCE,
2006-05,Prediksi_PCE,
2006-06,Prediksi_PCE,
2006-07,Prediksi_PCE,
2006-08,Prediksi_PCE,
2006-09,Prediksi_PCE,
2006-10,Prediksi_PCE,
2006-11,Prediksi_PCE,
2006-12,Prediksi_PCE,
2007-01,Prediksi_PCE,
2007-02,Prediksi_PCE,
2007-03,Prediksi_PCE,
2007-04,Prediksi_PCE,
2007-05,Prediksi_PCE,
2007-06,Prediksi_PCE,
2007-07,Prediksi_PCE,
2007-08,Prediksi_PCE,
2007-09,Prediksi_PCE,
2007-10,Prediksi_PCE,
2007-11,Prediksi_PCE,
2007-12,Prediksi_PCE,
2008-01,Prediksi_PCE,
2008-02,Prediksi_PCE,
2008-03,Prediksi_PCE,
2008-04,Prediksi_PCE,
2008-05,Prediksi_PCE,
2008-06,Prediksi_PCE,
2008-07,Prediksi_PCE,
2008-08,Prediksi_PCE,
2008-09,Prediksi_PCE,
2008-10,Prediksi_PCE,
2008-11,Prediksi_PCE,
2008-12,Prediksi_PCE,
2009-01,Prediksi_PCE,
2009-02,Prediksi_PCE,
2009-03,Prediksi_PCE,
2009-04,Prediksi_PCE,
2009-05,Prediksi_PCE,
2009-06,Prediksi_PCE,
2009-07,Prediksi_PCE,
2009-08,Prediksi_PCE,
2009-09,Prediksi_PCE,
2009-10,Prediksi_PCE,
2009-11,Prediksi_PCE,
2009-12,Prediksi_PCE,
2010-01,Prediksi_PCE,
2010-02,Prediksi_PCE,
2010-03,Prediksi_PCE,
2010-04,Prediksi_PCE,
2010-05,Prediksi_PCE,
2010-06,Prediksi_PCE,
2010-07,Prediksi_PCE,
2010-08,Prediksi_PCE,
2010-09,Prediksi_PCE,
2010-10,Prediksi_PCE,
2010-11,Prediksi_PCE,
2010-12,Prediksi_PCE,
2011-01,Prediksi_PCE,
2011-02,Prediksi_PCE,
2011-03,Prediksi_PCE,
2011-04,Prediksi_PCE,
2011-05,Prediksi_PCE,
2011-06,Prediksi_PCE,
2011-07,Prediksi_PCE,
2011-08,Prediksi_PCE,
2011-09,Prediksi_PCE,
2011-10,Prediksi_PCE,
2011-11,Prediksi_PCE,
2011-12,Prediksi_PCE,
2012-01,Prediksi_PCE,
2012-02,Prediksi_PCE,
2012-03,Prediksi_PCE,
2012-04,Prediksi_PCE,
2012-05,Prediksi_PCE,
2012-06,Prediksi_PCE,
2012-07,Prediksi_PCE,
2012-08,Prediksi_PCE,
2012-09,Prediksi_PCE,
2012-10,Prediksi_PCE,
2012-11,Prediksi_PCE,
2012-12,Prediksi_PCE,
2013-01,Prediksi_PCE,
2013-02,Prediksi_PCE,
2013-03,Prediksi_PCE,
2013-04,Prediksi_PCE,
2013-05,Prediksi_PCE,
2013-06,Prediksi_PCE,
2013-07,Prediksi_PCE,
2013-08,Prediksi_PCE,
2013-09,Prediksi_PCE,
2013-10,Prediksi_PCE,
2013-11,Prediksi_PCE,
2013-12,Prediksi_PCE,
2014-01,Prediksi_PCE,
2014-02,Prediksi_PCE,
2014-03,Prediksi_PCE,
2014-04,Prediksi_PCE,
2014-05,Prediksi_PCE,
2014-06,Prediksi_PCE,
2014-07,Prediksi_PCE,
2014-08,Prediksi_PCE,
2014-09,Prediksi_PCE,
2014-10,Prediksi_PCE,
2014-11,Prediksi_PCE,
2014-12,Prediksi_PCE,
2015-01,Prediksi_PCE,
2015-02,Prediksi_PCE,
2015-03,Prediksi_PCE,
2015-04,Prediksi_PCE,
2015-05,Prediksi_PCE,
2015-06,Prediksi_PCE,
2015-07,Prediksi_PCE,
2015-08,Prediksi_PCE,
2015-09,Prediksi_PCE,
2015-10,Prediksi_PCE,
2015-11,Prediksi_PCE,
2015-12,Prediksi_PCE,
2016-01,Prediksi_PCE,
2016-02,Prediksi_PCE,
2016-03,Prediksi_PCE,
2016-04,Prediksi_PCE,
2016-05,Prediksi_PCE,
2016-06,Prediksi_PCE,
2016-07,Prediksi_PCE,
2016-08,Prediksi_PCE,
2016-09,Prediksi_PCE,
2016-10,Prediksi_PCE,
2016-11,Prediksi_PCE,
2016-12,Prediksi_PCE,
2017-01,Prediksi_PCE,
2017-02,Prediksi_PCE,
2017-03,Prediksi_PCE,
2017-04,Prediksi_PCE,
2017-05,Prediksi_PCE,
2017-06,Prediksi_PCE,
2017-07,Prediksi_PCE,
2017-08,Prediksi_PCE,
2017-09,Prediksi_PCE,
2017-10,Prediksi_PCE,
2017-11,Prediksi_PCE,
2017-12,Prediksi_PCE,
2018-01,Prediksi_PCE,
2018-02,Prediksi_PCE,
2018-03,Prediksi_PCE,
2018-04,Prediksi_PCE,
2018-05,Prediksi_PCE,
2018-06,Prediksi_PCE,
2018-07,Prediksi_PCE,
2018-08,Prediksi_PCE,
2018-09,Prediksi_PCE,
2018-10,Prediksi_PCE,
2018-11,Prediksi_PCE,
2018-12,Prediksi_PCE,
2019-01,Prediksi_PCE,
2019-02,Prediksi_PCE,
2019-03,Prediksi_PCE,
2019-04,Prediksi_PCE,
2019-05,Prediksi_PCE,
2019-06,Prediksi_PCE,
2019-07,Prediksi_PCE,
2019-08,Prediksi_PCE,
2019-09,Prediksi_PCE,
2019-10,Prediksi_PCE,
2019-11,Prediksi_PCE,
2019-12,Prediksi_PCE,
2020-01,Prediksi_PCE,14737.993286530687
2020-02,Prediksi_PCE,14748.722448695831
2020-03,Prediksi_PCE,14857.015896982346
2020-04,Prediksi_PCE,14931.540384476577
2020-05,Prediksi_PCE,14958.0206912114
2020-06,Prediksi_PCE,15031.279540802181
2020-07,Prediksi_PCE,15078.81059119101
2020-08,Prediksi_PCE,15134.782356865078
2020-09,Prediksi_PCE,15243.098021210892
2020-10,Prediksi_PCE,15281.594080108704
2020-11,Prediksi_PCE,15387.659236759797
2020-12,Prediksi_PCE,15494.865797182658
2021-01,Prediksi_PCE,15520.40011419643
2021-02,Prediksi_PCE,15546.11768446563
2021-03,Prediksi_PCE,15648.257934317684
2021-04,Prediksi_PCE,15750.675527154808
2021-05,Prediksi_PCE,15816.688889315696
2021-06,Prediksi_PCE,15893.922335984389
2021-07,Prediksi_PCE,15954.146340628467
2021-08,Prediksi_PCE,16021.810099769278
2021-09,Prediksi_PCE,16094.127825018693
2021-10,Prediksi_PCE,16179.446278591211
2021-11,Prediksi_PCE,16288.078764712873
2021-12,Prediksi_PCE,16249.142134683949
2022-01,Prediksi_PCE,16288.732629632643
2022-02,Prediksi_PCE,16307.599339015484
2022-03,Prediksi_PCE,16451.42961653167
2022-04,Prediksi_PCE,16570.706459037523
2022-05,Prediksi_PCE,
